order_id,order_date,customer_id,product_id,quantity,discount_pct,net_sales,profit,sales_channel,payment_method,order_status
50181,2025-01-12,1006,2005,5,0.15,78625.0,65675.0,Online,Credit Card,Completed
50182,2025-03-15,1006,2003,1,0.1,3780.0,2940.0,Marketplace,Debit Card,Completed
50183,2025-02-22,1001,2006,1,0.0,14500.0,12180.0,Retail Store,Credit Card,Completed
50184,2025-07-05,1004,2005,5,0.0,92500.0,79550.0,Online,UPI,Completed
50185,2025-02-18,1003,2007,3,0.05,9120.0,7104.0,Marketplace,Credit Card,Completed
50186,2025-02-27,1005,2001,5,0.1,279000.0,241800.0,Retail Store,Debit Card,Completed
50187,2025-12-14,1003,2005,4,0.0,74000.0,63640.0,Marketplace,Debit Card,Completed
50188,2025-10-02,1009,2008,5,0.15,2762.5,1950.0,Retail Store,Credit Card,Completed
50189,2025-01-28,1004,2005,5,0.05,87875.0,74925.0,Marketplace,Debit Card,Completed
50190,2025-08-11,1002,2003,2,0.05,7980.0,6300.0,Retail Store,Debit Card,Completed
50191,2025-09-29,1001,2005,5,0.1,83250.0,70300.0,Retail Store,Credit Card,Completed
50192,2025-02-05,1003,2007,1,0.1,2880.0,2208.0,Marketplace,Debit Card,Completed
50193,2025-08-17,1006,2001,5,0.1,279000.0,241800.0,Marketplace,UPI,Completed
50194,2025-12-13,1003,2002,5,0.05,6650.0,5390.0,Online,Credit Card,Completed
50195,2025-03-21,1006,2006,3,0.05,41325.0,34365.0,Retail Store,Credit Card,Completed
50196,2025-05-19,1007,2002,5,0.05,6650.0,5390.0,Retail Store,Debit Card,Completed
50197,2025-11-26,1010,2001,5,0.0,310000.0,272800.0,Online,Credit Card,Completed
50198,2025-08-10,1009,2002,4,0.0,5600.0,4592.0,Marketplace,Debit Card,Completed
50199,2025-07-27,1007,2005,3,0.15,47175.0,39405.0,Marketplace,Credit Card,Completed
50200,2025-11-27,1001,2002,4,0.0,5600.0,4592.0,Marketplace,Debit Card,Completed
50201,2025-09-29,1001,2001,1,0.05,58900.0,51460.0,Marketplace,Credit Card,Completed
50202,2025-08-31,1009,2005,5,0.1,83250.0,70300.0,Marketplace,UPI,Completed
50203,2025-03-23,1010,2004,1,0.1,8550.0,7125.0,Online,UPI,Completed
50204,2025-12-03,1006,2007,3,0.1,8640.0,6624.0,Marketplace,UPI,Completed
50205,2025-07-03,1010,2007,4,0.15,10880.0,8192.0,Retail Store,Credit Card,Completed
50206,2025-01-29,1008,2004,5,0.05,45125.0,38000.0,Retail Store,Debit Card,Completed
50207,2025-06-24,1002,2003,5,0.15,17850.0,13650.0,Marketplace,UPI,Completed
50208,2025-07-16,1010,2001,4,0.05,235600.0,205840.0,Marketplace,UPI,Completed
50209,2025-06-21,1007,2004,1,0.05,9025.0,7600.0,Retail Store,Debit Card,Completed
50210,2025-09-10,1004,2008,4,0.1,2340.0,1690.0,Marketplace,Debit Card,Completed
50211,2025-10-05,1004,2007,4,0.15,10880.0,8192.0,Online,Debit Card,Completed
50212,2025-01-07,1008,2005,2,0.05,35150.0,29970.0,Retail Store,Credit Card,Completed
50213,2025-08-23,1002,2001,1,0.05,58900.0,51460.0,Retail Store,Debit Card,Completed
50214,2025-09-26,1009,2005,2,0.05,35150.0,29970.0,Online,Credit Card,Completed
50215,2025-10-03,1001,2008,4,0.05,2470.0,1820.0,Marketplace,Credit Card,Completed
50216,2025-12-06,1001,2004,4,0.05,36100.0,30400.0,Online,Credit Card,Completed
50217,2025-03-31,1004,2002,5,0.05,6650.0,5390.0,Retail Store,Debit Card,Completed
50218,2025-01-21,1001,2004,4,0.05,36100.0,30400.0,Marketplace,Debit Card,Completed
50219,2025-08-27,1004,2002,2,0.15,2380.0,1876.0,Online,Debit Card,Completed
50220,2025-11-25,1001,2007,1,0.0,3200.0,2528.0,Retail Store,UPI,Completed
50221,2025-06-09,1009,2004,1,0.0,9500.0,8075.0,Retail Store,Credit Card,Completed
50222,2025-10-15,1007,2003,5,0.05,19950.0,15750.0,Marketplace,Credit Card,Completed
50223,2025-10-11,1009,2008,5,0.15,2762.5,1950.0,Online,Debit Card,Completed
50224,2025-05-23,1007,2007,2,0.15,5440.0,4096.0,Retail Store,UPI,Completed
50225,2025-07-04,1005,2005,2,0.0,37000.0,31820.0,Retail Store,UPI,Completed
50226,2025-07-16,1005,2005,3,0.1,49950.0,42180.0,Retail Store,Debit Card,Completed
50227,2025-05-10,1008,2001,2,0.05,117800.0,102920.0,Online,UPI,Completed
50228,2025-05-03,1002,2004,5,0.15,40375.0,33250.0,Marketplace,UPI,Completed
50229,2025-02-12,1009,2008,4,0.05,2470.0,1820.0,Marketplace,UPI,Completed
50230,2025-07-15,1003,2001,1,0.15,52700.0,45260.0,Retail Store,Debit Card,Completed
50231,2025-05-04,1003,2003,5,0.0,21000.0,16800.0,Retail Store,UPI,Completed
50232,2025-04-02,1005,2004,4,0.1,34200.0,28500.0,Online,Credit Card,Completed
50233,2025-02-15,1003,2006,4,0.1,52200.0,42920.0,Marketplace,Credit Card,Completed
50234,2025-11-15,1004,2008,1,0.1,585.0,422.5,Marketplace,UPI,Completed
50235,2025-11-13,1010,2006,4,0.1,52200.0,42920.0,Online,UPI,Completed
50236,2025-02-27,1006,2003,2,0.0,8400.0,6720.0,Retail Store,Debit Card,Completed
50237,2025-03-04,1010,2004,2,0.15,16150.0,13300.0,Marketplace,UPI,Completed
50238,2025-01-02,1007,2003,5,0.1,18900.0,14700.0,Marketplace,UPI,Completed
50239,2025-05-18,1004,2007,4,0.05,12160.0,9472.0,Online,Debit Card,Completed
50240,2025-12-05,1003,2004,4,0.1,34200.0,28500.0,Retail Store,Credit Card,Completed
50241,2025-04-06,1005,2008,1,0.05,617.5,455.0,Marketplace,UPI,Completed
50242,2025-07-21,1008,2001,4,0.05,235600.0,205840.0,Marketplace,Debit Card,Completed
50243,2025-12-14,1006,2004,1,0.0,9500.0,8075.0,Marketplace,UPI,Completed
50244,2025-11-01,1007,2008,2,0.05,1235.0,910.0,Marketplace,UPI,Completed
50245,2025-04-11,1009,2007,5,0.1,14400.0,11040.0,Online,Credit Card,Completed
50246,2025-08-23,1010,2002,3,0.0,4200.0,3444.0,Online,Debit Card,Completed
50247,2025-01-23,1003,2003,3,0.15,10710.0,8190.0,Marketplace,Debit Card,Completed
50248,2025-09-20,1002,2007,1,0.15,2720.0,2048.0,Marketplace,Debit Card,Completed
50249,2025-08-29,1005,2007,3,0.1,8640.0,6624.0,Online,Debit Card,Completed
50250,2025-10-29,1008,2001,4,0.1,223200.0,193440.0,Marketplace,Credit Card,Completed
50251,2025-08-01,1003,2005,1,0.1,16650.0,14060.0,Retail Store,Debit Card,Completed
50252,2025-02-21,1001,2002,1,0.0,1400.0,1148.0,Retail Store,Credit Card,Completed
50253,2025-09-06,1006,2001,3,0.0,186000.0,163680.0,Marketplace,UPI,Completed
50254,2025-03-24,1009,2008,3,0.0,1950.0,1462.5,Retail Store,Credit Card,Completed
50255,2025-10-29,1004,2003,5,0.05,19950.0,15750.0,Online,Credit Card,Completed
50256,2025-05-14,1006,2007,3,0.1,8640.0,6624.0,Marketplace,Credit Card,Completed
50257,2025-07-23,1001,2002,2,0.1,2520.0,2016.0,Marketplace,Credit Card,Completed
50258,2025-05-17,1010,2002,1,0.05,1330.0,1078.0,Retail Store,UPI,Completed
50259,2025-05-01,1003,2005,5,0.1,83250.0,70300.0,Online,UPI,Completed
50260,2025-04-15,1005,2008,1,0.1,585.0,422.5,Marketplace,UPI,Completed
50261,2025-09-22,1009,2006,3,0.1,39150.0,32190.0,Online,UPI,Completed
50262,2025-06-11,1008,2006,1,0.0,14500.0,12180.0,Retail Store,Debit Card,Completed
50263,2025-04-05,1003,2001,5,0.15,263500.0,226300.0,Online,UPI,Completed
50264,2025-05-17,1002,2003,5,0.0,21000.0,16800.0,Retail Store,UPI,Completed
50265,2025-11-11,1001,2006,4,0.1,52200.0,42920.0,Marketplace,Credit Card,Completed
50266,2025-01-17,1004,2001,1,0.15,52700.0,45260.0,Online,Credit Card,Completed
50267,2025-02-13,1009,2001,1,0.05,58900.0,51460.0,Marketplace,UPI,Completed
50268,2025-05-28,1001,2004,2,0.15,16150.0,13300.0,Online,Credit Card,Completed
50269,2025-12-01,1009,2006,3,0.15,36975.0,30015.0,Online,UPI,Completed
50270,2025-10-25,1010,2003,2,0.1,7560.0,5880.0,Retail Store,Debit Card,Completed
50271,2025-01-11,1008,2006,1,0.15,12325.0,10005.0,Online,Debit Card,Completed
50272,2025-06-23,1010,2007,5,0.1,14400.0,11040.0,Online,Debit Card,Completed
50273,2025-11-08,1007,2004,5,0.15,40375.0,33250.0,Marketplace,Debit Card,Completed
50274,2025-11-06,1009,2008,5,0.15,2762.5,1950.0,Retail Store,UPI,Completed
50275,2025-11-07,1005,2005,5,0.15,78625.0,65675.0,Marketplace,Credit Card,Completed
50276,2025-08-23,1005,2005,1,0.0,18500.0,15910.0,Retail Store,Credit Card,Completed
50277,2025-06-21,1004,2008,2,0.15,1105.0,780.0,Marketplace,Debit Card,Completed
50278,2025-11-25,1003,2007,4,0.0,12800.0,10112.0,Online,Credit Card,Completed
50279,2025-06-06,1001,2005,5,0.0,92500.0,79550.0,Retail Store,UPI,Completed
50280,2025-04-17,1006,2006,3,0.0,43500.0,36540.0,Marketplace,UPI,Completed
50281,2025-12-20,1006,2002,1,0.05,1330.0,1078.0,Retail Store,Credit Card,Completed
50282,2025-11-26,1010,2006,2,0.0,29000.0,24360.0,Marketplace,Debit Card,Completed
50283,2025-07-13,1003,2006,3,0.1,39150.0,32190.0,Retail Store,Debit Card,Completed
50284,2025-04-29,1008,2002,2,0.15,2380.0,1876.0,Marketplace,UPI,Completed
50285,2025-07-22,1010,2004,2,0.05,18050.0,15200.0,Retail Store,UPI,Completed
50286,2025-01-01,1010,2003,3,0.1,11340.0,8820.0,Marketplace,Debit Card,Completed
50287,2025-12-12,1005,2008,4,0.05,2470.0,1820.0,Online,UPI,Completed
50288,2025-09-20,1006,2007,5,0.1,14400.0,11040.0,Retail Store,Credit Card,Completed
50289,2025-10-08,1010,2002,5,0.1,6300.0,5040.0,Marketplace,Credit Card,Completed
50290,2025-11-24,1007,2001,3,0.0,186000.0,163680.0,Retail Store,UPI,Completed
50291,2025-08-12,1009,2004,5,0.1,42750.0,35625.0,Retail Store,UPI,Completed
50292,2025-03-08,1001,2002,5,0.05,6650.0,5390.0,Retail Store,UPI,Completed
50293,2025-08-05,1002,2004,1,0.0,9500.0,8075.0,Marketplace,Debit Card,Completed
50294,2025-01-18,1001,2002,1,0.0,1400.0,1148.0,Marketplace,Credit Card,Completed
50295,2025-10-14,1006,2001,5,0.0,310000.0,272800.0,Online,Credit Card,Completed
50296,2025-04-30,1004,2005,3,0.1,49950.0,42180.0,Online,UPI,Completed
50297,2025-01-19,1007,2001,2,0.15,105400.0,90520.0,Retail Store,Credit Card,Completed
50298,2025-09-16,1007,2002,1,0.05,1330.0,1078.0,Marketplace,UPI,Completed
50299,2025-06-05,1003,2004,2,0.05,18050.0,15200.0,Online,UPI,Completed
50300,2025-03-18,1006,2003,1,0.15,3570.0,2730.0,Online,UPI,Completed
